Goebbels	Reuth Ralf G.	Iskry	Oparta na pokaźnej bazie źródłowej pozycja książkowa, przedstawiająca w sposób szczegółowy i bezstronny losy jednego z najbardziej wpływowych ludzi w III Rzeszy ? Josepha Goebbelsa. Dzięki przeprowadzonym przez siebie dogłębnym badaniom źródłowym, autor weryfikuje mity i przedstawia w nowym świetle niektóre zagadnienia np. stosunek Goebbelsa do Hitlera, źródła fascynacji nazizmem oraz rolę, jaką odgrywał w czasie sprawowania władzy przez faszystów. Książka przedstawia wizerunek człowieka, którego kariera była wynikiem intryg, bezwzględności, ale i wyjątkowej inteligencji, przebiegłości oraz skuteczności w działaniu.
Himmler Reichsfuhrer SS	Peter Padfield	Iskry	Z wyglądu niepozorny urzędnik. Kochający brat, syn, ojciec i mąż. Heinrich Himmler, człowiek, którego nazwisko kojarzy się wciąż z bezwzględną machiną policji politycznej i obozów koncentracyjnych, ludobójstwem oraz eksperymentami medycznymi na ludziach. Autor z niezwykłą skrupulatnością opisał życie tej czołowej postaci Trzeciej Rzeszy. Dzień po dniu udokumentowany fragmentami dzienników, opiniami psychiatrów i psychologów, a także relacjami jego współpracowników, a wszystko to na na szerokim tle europejskiej sceny społeczno-politycznej.
Kesselring	Macksey K.	Bellona	Biografia Feldmarszałka Alberta Kesselringa, czołowego niemieckiego dowódcy i jednego ze zdolniejszych strategów swojej epoki, ukazuje dokonania dowódcy w kontekście wojennej strategii Niemiec oraz narodzin i upadku Rzeszy. Autor nie tylko przeprowadza analizę działań Kesselringa podczas kluczowych kampanii II wojny światowej, ale również stara się nakreślić osobowość swojego bohatera.
W stronę ciemności. Rozmowy z komendantem Treblinki	Sereny G.	Cyklady	"Centralną część książki stanowi wywiad-rzeka z Franzem Stanglem przeprowadzony przez autorkę w więzieniu w Düsseldorfie pomiędzy 2 kwietnia a 27 czerwca 1971 roku. Rozmowy trudnej dla obu stron, długiej, wnikliwej, chciałoby się uwierzyć, że szczerej. Aby zweryfikować ""prawdy"" wypowiedziane, Gitta Sereny sięga do innych źródeł. Przytacza fragmenty zapisanych wspomnień, książek, dokumentów, przede wszystkim zaś rozmów z ludźmi, których los w różnych okolicznościach zetknął z komendantem Treblinki: z jego rodziną, współpracownikami, esesmanami, byłymi więźniami obozu śmierci, w końcu z duchownymi, którzy umożliwiali ucieczkę nazistom. "
Marszałek Rzeszy Hermann Goring 1893-1946	Irving D.	Muza SA	"Marszałek Rzeszy Hermann Goring, pilot myśliwców w I wojnie światowej, ostatni dowódca słynnego \""latającego cyrku\"" von Richthofena, uczestnik monachijskiego puczu Hitlera w 1923 roku, stał się jedną z najbardziej wpływowych osobistości III Rzeszy. Przekształcił Luftwaffe w czołową potęgę lotniczą Europy i świata, ale i doprowadził do jej upadku. Rozwinął niemiecki przemysł, lecz nie zapobiegł jego zniszczeniu przez aliantów. Początkowo energiczny, bystry, pełen zapału i werwy, u schyłku istnienia nazistowskich Niemiec stał się zniewieściałym sybarytą, a duchowe odrodzenie przeżył dopiero podczas procesu w Norymberdze. Był współtwórcą zła hitleryzmu: to on założył gestapo i stowrzył system obozów koncentracyjnych. Z jego inicjatywy wprowadzono jednak w Niemczech nowoczesne przepisy dotyczące ekologii i ochrony przyrody: on również przyczynił się do uratowania w europie od wyginięcia gatunku żubra. On wreszcie zgromadził olbzymi majątek i wspaniałą kolekcję dzieł sztuki."
Heydrich posłaniec śmierci	Kessler L.	Colori	"Reinhard Tristan Heydrich był jednym z najbardziej bezwzględnych paladynów Hitlera. Zimny, wyniosły, budził lęk samym swoim pojawieniem się. Nawet Fuhrer nazywał go \""człowiekiem o sercu z żelaza\"". Mordercza potęga, która wyrosła na bazie kompleksów wyniesionych z dzieciństwa. Twórca koszmaru, który nawet dzisiaj jest trudny do ogarnięcia. "
Beria - prawa ręka Stalina	Amy Knight	Iskry	Beria - nazwisko, które wciąż budzi lęk u ludzi pamiętających mroczne czasy stalinowskiego terroru. Jego życie i śmierć stanowiły zagadkę, a wokół nich przez lata narosły legendy. Jakie były okoliczności towarzyszące karierze i upadkowi drugiego po Stalinie człowieka w Związku Radzieckim? Czy był potworem w ludkiej skórze, czy może świetnym politykiem, dla któego cel uświęcał środki? 
Wielkie nienawiści w historii świata	Evans C.	Amber	Colin Evens opisuje w swojej książce dziesięć najbardziej zażartych konfliktów między potężnymi, wpływowymi i słynnymi tego świata. Konfliktów, które znamiennie wpłynęły na bieg historii i losy całych narodów. Zakulisowe rozgrywki, osobiste animozje, prywatne wojny, spory, często ważniejsze od tych oficjalnie przedstawionych różnic w poglądach politycznych. Elżbieta I a Maria... parlament angielski a król Karol I... Aaron Burr a Alexander Hamilton... Józef Stalin a Lew Trocki... Roald Amundsen a Robert Scott... Księżna Windsoru a Królowa Matka... B.L. Montgomery a George Patton... Lyndon B. Johnson a Robert F. Kennedy... J. Edgar Hoover a Martin Luter King... Józef Piłsudski a Roman Dmowski... Kto miał słuszność? 
Ostatni dzień Lwowa	Majka J.	Nemrod	"Mieszkańcy Lwowa: pogoda ducha i nadzwyczajna gościnność. Architektura Lwowa: malownicze zaułki, kamienice, podwórka. Kiedyś to miasto i jego mieszkańcy stanowili nierozerwalną całość. Ale tamtego Lwowa nie ma. Nigdy już nie powróci. Pozostała jedynie pamięć i kilka fotografii. ""Ostatni dzień Lwowa"
Auschwitz w oczach SS	Rudolf Hoss, Pery Broad, Kremer J. P.	Państwowe Muzeum Auschwitz-Birkenau	"Książka zawiera wspomnienia i pamiętniki trzech SS-manów: pierwszego komendanta obozu Rudolfa Hössa, Pery Broada - podoficera SS z obozowego gestapo i lekarza SS - Johanna Paula Kremera. Każdy z nich pisał w innych warunkach i z różnych przyczyn. Rudolf Höss opisywał swoje życie przebywając w polskim więzieniu, w czasie gdy toczył się jego proces przed Najwyższym Trybunałem Narodowym w Warszawie. Pery Broad napisał swe wspomnienia też po wojnie, wręczył je oficerowi brytyjskiemu, i miał nadzieje, że tym właśnie wkupi się w łaski aliantów. Johann Paul Kremer - profesor medycyny z Münster robił zapiski w obozie, na gorąco, pod wrażeniem przeżyć dnia. Całość wzbogacona licznymi przypisami.Poprzednie wydanie tej książki nosiło tytuł ""Oświęcim w oczach SS""."
W służbie aż do klęski	Wilhelm Keitel	Bellona	"Wilhelm Keitel w nocy z 8 na 9 maja 1945 roku podpisał akt bezwarunkowej kapitulacji Wehrmachtu. Był to jednak fakt symboliczny, gdyż do końca pozostał pod wpływem osobowości Hitlera. W okresie od sierpnia 1945 do 16 października 1946 roku, przebywając w celi nr 46 norymberskiego więzienia, spisał \""Notatki dotyczące historii mojego życia\"". Książka \""W służbie aż do klęski\"
Anegdoty i ploty o generałach	Wiesław Rozbicki	Agencja Wydawnicza CB	"""Anegdoty i ploty o generałach"" nie poruszają tematu Wielkiej Polityki. Ukazują za to cechy charakteru, sposób myslenia, charakterystyczne zachowania 190 marszałków Polski, generałów i admirałów, w sytuacjach, które zwykle nie są znane zwykłemu czytelnikowi. Nie wszyscy będą zadowoleni ze swoich wizerunków... "
Obraz XX wieku we wspomnieniach	Betański Z.	Książka i Wiedza	Barwna i żywym językiem napisana kronika wywodzących się z Białośliwia w Wielkopolsce Betańskich, którym w poszukiwaniu pracy przyszło żyć zarówno na obczyźnie, jak i w odrodzonej Polsce. Autor, który połowę swojego życia spędził w Polsce, a połowę w Kanadzie, kreśli dzieje kilku pokoleń rodziny na tle najważniejszych wydarzeń politycznych i gospodarczych XX w. Patrzy na nie i analizuje je z perspektywy zarówno polskiej, jak i międzynarodowej.
Gierek	Rolicki J.	Iskry	Biografia typowa i jednocześnie nietypowa. Typowa, bo na podstawie rozmów z Edwardem Gierkiem i jego rodziną, a także korzystając z bogatego archiwum rodzinnego i innych nie zawsze łatwo dostępnych źródeł, autor przedstawił w niej fakty z życia bohatera swej książki. Nietypowa - bo autorska, zawierająca opinie o Edwardzie Gierku i czasach, w których żył. Autor pomieścił w niej liczne dygresje, sensacyjne informacje o zakulisowych poczynaniach działaczy partyjnych, nieznane szczegóły wydarzeń, o których wtedy mówiła cała Polska.
W tajnej służbie Stalina	Walter Kriwicki	Magnum	"Głośne wspomnienia szefa sowieckiego wywiadu wojskowego w Europie Zachodniej po raz pierwszy opublikowano w Stanach Zjednoczonych w 1939 roku. Kilkanaście miesięcy później pokojówka znalazła ich autora martwego w hotelu Bellevue w Waszyngtonie. Pierwsze polskie wydanie zatytułowane \""Byłem agentem Stalina\"" ukazało się w 1964 roku nakładem Instytutu Literackiego w Paryżu w anonimowym tłumaczeniu. Aktualne wydanie zawiera dodatkowo artykuł amerykańskiej dziennikarki Flory Lewis p.t. \""Kto zabił Kriwickiego\"
Beria, mój ojciec	Sergo Beria	Magnum	Sensacyjne wspomnienia syna Łowrientija Berii, rzucające nowe światło na biografię szefa osławionego NKWD, jednego z najbliższych współpracowników Stalina. Zawarte w książce unikalne materiały zmieniają w wielu przypadkach punkt widzenia na historię Związku Radzieckiego i jego europejskich satelitów. Książka zawiera również wiele niepublikowanych dotąd fotografii.
Pani Kennedy. Lata zagubione w historii	Leaming B.	Świat Książki	W tej wyjątkowej książce Barbara Leaming opisuje, z kronikarską precyzją, dzieje małżeństwa Jacqueline i Johna Kennedych. Bez upiększeń ukazuje pikantne szczegóły z życia prezydenckiej pary: ich narkotyczne przygody, chwile słabości, zdrady Johna czy jego związek z Marylin Monroe. Przedstawia kobietę niezwykłą i w gruncie rzeczy samotną, która znosiła upokorzenia i trwała przy boku męża, aż do końca, do strzałów w Dallas. 
Ranking pierwszych dam	Roberts II John B.	Amber	Pierwsze Damy Stanów Zjednoczonych Ameryki to nie tylko gospodynie Pierwszego Domu. Towarzyszą mężom podczas najważniejszych wydarzeń politycznych. Wywierają wpływ na politykę zewnętrzną i wewnętrzną. Są poważane i szanowane, ale i zamieszane w polityczne skandale, afery, nadużycia. Ta książka przedstawia zarówno jasne i ciemne ich strony. Ranking 37 żon amerykańskich prezydentów, stworzony na podstawie badań Siena College Research Institute, jest próbą oceny ich wpływu na historie Stanów Zjednoczonych. Szkice biograficzne ukazują prywatne i polityczne portrety kobiet, które, choć nie były wybierane przez naród, posiadały prawdziwą władzę. 
Wszystkie kobiety prezydentów	Berecz J. M.	Panteon	Niezwykłe i sensacyjne losy dziesięciu ostanich prezydentów Stanów Zjednoczonych. Autor analizuje ich osobowości, ujawnia postawy seksualne, odsłania życie małżeńskie i pozamałżeńskie, prezentuje ciekawe fakty z okresu sprawowania prezydentury. 
Nocni łowcy	Wiliams David P.	L&L	"""Nocni łowcy"" to niezwykła opowieść o pięciu niemieckich pilotach nocnych myśliwców. Na kartach tej książki oglądamy dramatyczne potyczki powietrzne oczyma oficerów Luftwaffe. Ich sukcesy są porażką drugiej strony. Dzięki temu uczy tolerancji. Po jej przeczytaniu czytelnik przekona się raz jeszcze, że w żadnej wojnie nie ma zwycięzców. Są tylko przegrani i okaleczeni."
Pancernik Musashi	Yoshimura A.	Finna	"Jest to opowieść o budowie i przebiegu służby pancernika ""Musashi"" w okresie II wojny światowej. Zastosowane na nim nowatorskie rozwiązania sprawiły, że uznawano go za niezatapialnego. Jednak, jak pokazał czas, został zatopiony w dramatycznych okolicznościach. Jego historia została opowiedziana w sposób pasjonujący i interesujący. Wciągnie każdego! "
Oddziały specjalne Hitlera	Michel Moracchini	Bellona	Dnia 22 czerwca 1941 roku nazistowskie Niemcy rozpoczęły inwazję na ZSRR. Za ich dywizjami posuwały się specjalne jednostki TZW. Einsatzgruppen, które miały szczególne zadanie. Celem tych formacji było likwidowanie wszystkich, którzy mogliby zagrozić germanizacji wschodnich terytoriów. Do likwidacji przeznaczono: Żydów, Cyganów i bolszewickich aparatczyków. W rezultacie zbrodniczej działalności tych jednostek straciło życie 1 250 000 ludzi. Impulsem do powstania tej książki było dotarcie przez autora do protokołów z procesu zbrodniarzy z Einsatzgruppen, który toczył się przed trybunałem amerykańskim od 25 listopada 1947 roku do 8 kwietnia 1948 roku.
Myśliwskie asy Luftwaffe	Mike Spick	Bellona	Autor książki, znany historyk lotnictwa wojskowego, analizuje wyczyny niemieckich asów na głównych teatrach wojny; porównuje stosowaną przez nich taktykę z metodami walki przeciwnika, samoloty obu stron wraz z uzbrojeniem, wyszkolenie personelu latającego i naziemnego, okoliczności walki i potyczek oraz wiele innych czynników. Korzystał z zachowanych raportów, relacji uczestników walk, badań ówczesnych specjalistów lotniczych; rozmawiał z jeszcze żyjącymi pilotami. Książka daje czytelnikom możliwość spojrzenia z ich perspektywy...
Wojskowe elity III Rzeszy	Ueberschar Gerd R.	Bellona	Kim byli członkowie elity wojskowej Trzeciej Rzeszy? Jakie były ich kariery, jak postępowali w czasie pokoju, jak walczyli i dowodzili, jaki wreszcie mieli udział w niemieckiej polityce? Wielu z nich było arystokratycznego pochodzenia i w duchu pogardzało Hitlerem. Dlaczego zatem trwali przy nim wiernie? Na te i wiele innych pytań starano się odpowiedzieć w niniejszej książce. Przedstawiono w niej 33 postacie spośród wojskowych elit hitlerowskich Niemiec. 
Kamikadze  - rozkaz śmierci	Scherer K.	Bellona	"Świat zna ich jako najdzielniejszych lotników historii. I najbardziej tragicznych. Kamikadze, kilka tysięcy młodych Japończyków, którzy w ostatnim roku II wojny światowej spadli z nieba na nieprzyjacielskie okręty. Mit nieustraszonych ochotników, bohaterskich pilotów lecących w objęcia śmierci, od tego czasu przetrwał na Zachodzie w pojęciu ""kamikadze"". Rzeczywistość była wszakże inna. Ci, którzy wtedy przeżyli swój lot śmierci, są bohaterami niniejszej książki, na podstawie której powstał film telewizyjny."
Kamikadze - bogowie zagłady	Axell A., Kase H.	Bellona	O kamikadze, japońskich samobójczych pilotach z II wojny światowej, ukazało się w Polsce wiele książęk, jednak tylko ta jedna daje pełny wgląd w mentalność tych straceńców, w ich umysł, duszę i motywację. Na podstawie rozmów z ocalałymi i jeszcze żyjącymi członkami tej formacji, niepublikowanych dotychczas wspomnień oraz odtajnionych dokumentów, autorzy przedstawiają pełny obraz kamikadze. Sytuują ich w kontekście wojny, japońskiej kultury i tradycji, a także obyczajów. Niezwykłym i niesamowitym dokumentem, opublikowanym po raz pierwszy w literaturze światowej, są oryginalne instrukcje dla kamikadze.
Gurkhowie na wojnie	Cross J. P., Gurung B.	Bellona	Najdzielniejsi, najwaleczniejsi i najbardziej lojalni, ale też zawzięci i okrutni. Urodzeni żołnierze, na co dzień serdeczni i przyjacielscy. To Gurkhowie - legendarni nepalscy żołnierze służący od początku XIX wieku brytyjskiej koronie. W książce tej kilkaset frontowych opowieści Gurkhów daje niezwykły w swej wymowie obraz postaw i charakterów żołnierskich.
Pikujące orły. Niemieckie wojska powietrznodesantowe w II wojnie światowej	Lucas J.	Magnum	Ta książka jest realizacją długo noszonego w sercu zamiaru, żeby opowiedzieć historię niemieckich spadochroniarzy ich własnymi słowami - wiele z narracji tu zawartych pochodzi z listów i rozmów z nimi.
Podręcznik walki wręcz dla jednostek specjalnych	Ron Shillingford	Bellona	Książka, przeznaczona zarówno dla zawodowców jak i amatorów, zawiera wyczerpujący przegląd takich technik, które zostały sprawdzone i wypróbowane przez najlepszych żołnierzy świata. Opisom poszczególnych chwytów oraz metod walki towarzyszą znakomite i szczegółowe ilustracje poglądowe oraz fotografie. 
Encyklopedia oddziałów specjalnych	Praca zbiorowa	Bellona	Jest to unikalny i kompletny przewodnik po siłach specjalnych świata. Odsłania historię powstania najbardziej elitarnych formacji:Brytyjskiej SAS, amerykańskiej Delta Force, francuskiej GIGN, niemieckiej GSG-9 i innych. Jest on bogato ilustrowany zdjęciami i rysunkami dającymi wgląd do zasad taktyki, procedur szkoleniowych i struktur organizacyjnych jednostek. Zawiera ponadto informacje o broni i wyposażeniu stosowanym przez każdą z formacji.
Wielka armia Napoleona	Bielecki R.	Bellona	W książce szczegółowo omówiono wszelkie zagadnienia związane z armią napoleońską. Znajdą w niej Państwo wiele informacji o: zmianach organizacyjnych zachodzących w armii w epoce napoleońskiej, różnych rodzajach broni, ludziach służących Napoleonowi, życiu codziennym żołnierzy, o Polakach, przyczynach klęski cesarza Francuzów. Atutem książki są liczne ilustracje, bogata bibliografia oraz kalendarium.
Wojna generałów	Irving D.	Rachocki i S-ka	"Sojusznicy czy ... przeciwnicy? W roku 1944 grupie generałów powierzono historyczne zadanie: wyzwolenie Europy Zachodniej spod nazistowskiej okupacji. Dowódcy ci mieli walczyć z Niemcami,lecz wiele zaciekłych bitew rozegrali pomiędzy sobą. W \""wojnie\"" tej rywalizowali o przywileje oraz korzyści materialne, wyruszali do boju wraz z kochankami, handlowali bronią, intrygowali, stosowali brudne metody i nieuczciwe chwyty. Na podstawie wielu sensacyjnych dokumentów, odnalezionych dzięki wieloletnim poszukiwaniom w archiwach, autor odtwarza nieznane i przemilczane, ale jakże ciekawe i istotne fragmenty historii II wojny Swiatowej."
Na drodze do Arnhem	Wojciech Markert	Oficyna Wydawnicza	Dzieje 4. Brygady Kadrowej Strzelców są w istocie historią kilku jednostek Polskich Sił Zbrojnych na Zachodzie, a jednocześnie traktowane są jako okres wstępny funkcjonowania 1. Samodzielnej Brygady Spadochronowej. Mimo, iż brygada dowodzona przez gen. S. Sosabowskiego zasłynęła swoim udziałem w operacji Market-Garden, wciąż jeszcze nie doczekała się własnej monografii. Dotychczasowe zainteresowanie historyków koncentrowało się wokół walk w Holandii, które są dość powszechnie znane. Mniej miejsca poświęcono procesowi szkolenia skoczków, rozwojowi brygady itp., a poszczególne etapy organizacyjne były dotychczas opisywane jedynie ogólnikowo. Autor w niniejszej pracy koncentruje się właśnie na tym mniej znanym i opisywanym procesie tworzenia i przekształcania 4. Kadrowej Brygady Strzelców w pierwszą brygadę spadochronową.
Oznaki armii USA 1941-1985	Krzywania J.	Barwa i Broń	W książce tej znajdą Państwo omówienie oznak armii, korpusów oraz dywizji i brygad - piechoty i powietrzno-desantowych -armii USA w latach 1941-1985.
Wojska NKWD 1917-1946	Rutkiewicz J., Walerij N. Kulikow	Barwa i Broń	Historia Związku Radzieckiego kryje w sobie wiele tajemnic i sekretów. Wśród nich jest działalność wojsk NKWD. Autor więc penetrując przeszłość skupia się głównie na opisie formacji, która na różnych etapach rozwoju ZSRR nosiła różne nazwy. Stanowiła ona integralną część Armii Czerwonej, była zbrojnym ramieniem centrali decyzyjnej sowieckiego aparatu Bezpieczeństwa Państwowego. Daje on krótki zarys historyczny owej formacji, prezentując zarazem ich umundurowanie, oznaki i odznaki.
Wojsko litewskie 1918-1940	Rutkiewicz J., Walerij N. Kulikow	Barwa i Broń	Książka, którą Państwu polecamy, jest zbiorem wielu ciekawych informacji na temat wojska litewskiego od czasu powstania Republiki Litewskiej. Autorzy omawiają proces formowania się jej sił zbrojnych i ich organizację. Wiele miejsca poświęcili opisom ich umundurowania i uzbrojenia w latach 1918-1940. Starali się również przedstawić skomplikowane i często tragiczne losy żołnierzy litewskich służących w latach II wojny światowej pod obcymi znakami. Opisy zostały uzupełnione licznymi fotografiami, schematami i szkicami poszczególnych elementów broni, umundurowania, oznak, godeł. Do książki dołączony został ponadto mały słowniczek litewsko-polski terminów wojskowych, a w aneksach umieszczono między innymi: regulamin piechoty, stopnie wojskowe z lat 1920-1940.
Armia Ukraińskiej Republiki Ludowej w wojnie polsko-ukraińsko-bolszewickiej w 1920r.	Legieć J.	Adam Marszałek	W książce omówiono wszelkie zagadnienia związane z armią Ukraińskiej Republiki Ludowej w wojnie polsko-ukraińsko-bolszewickiej w 1920 roku. Praca ma charakter naukowy.
Nierozegrana kampania. Możliwości obronne Czechosłowacji jesienią 1938 roku	Majewski Piotr M.	Trio	Prezentowana publikacja stanowi zupełnie nowatorskie spojrzenie na badane zagadnienia, wydane bowiem dotychczas publikacje na temat militarnych aspektów kryzysu sudeckiego ograniczają się do charakterystyki armii czechosłowackiej, nie próbując w sposób komplekowy określić jej szans w ewentualnym starciu z wojskami niemieckimi. Wnioski, do których dochodzi autor, podważają silnie zakorzenioną w polskiej historiografii tezę, że Czechosłowacja była wystarczająco silna, aby w 1938 roku samotnie walczyć z Niemcami.
Dwa kroki do masowego grobu	Lange K. F.	Pomost	Niniejsza książka, napisana przez nieżyjącego już Kurta F. Langego, jest pozycją szczególną. Dzięki jej autorowi, rodowitemu poznaniakowi niemieckiego pochodzenia, odkrywamy zupełnie nowe spojrzenie na dramatyczne wydarzenia, jakie miały miejsce w stolicy Wielkopolski w styczniu i lutym 1945 roku. Kurt F. Lange nie czuje się bowiem okupantem czy kimś obcym, lecz pełnoprawnym mieszkańcem Poznania, który  uważa za swój obowiązek obronę miasta przed Armią Czerwoną.
Marynarka wojenna Austro-Węgier w I wojnie światowej 1914-1918	Csonkareti K.	Arkadiusz Wingert	"Autor szczegółowo i rzetelnie omawia wszelkie zagadnienia związane z marynarką wojenną Austro-Węgier w I wojnie światowej. Między innymi znajdują się tu informacje o: stanie osobowym floty, jej wykorzystaniu przed 1914 rokiem, działaniach okrętów w czasie I wojny światowej w różnych rejonach, zagładzie pancernika \""Szent Istvan\"". Ponadto w książce zamieszczono wykazy okrętów wraz ze szkicami i opisami technicznymi, a także liczne fotografie."
Techniki walki grenadierów pancernych	Hughes M., Mann C.	Bellona	W książce przedstawiono taktykę i technikę walki niemieckich grenadierów pancernych, to jest zmotoryzowanej piechoty towarzyszącej czołgom w akcjach bojowych podczas II wojny światowej. Twórcą śmiałego i innowacyjnego wykorzystania czołgów i grenadierów na motocyklach, samochodach ciężarowych i wozach opancerzonych był gen. Heinz Guderian. Autorzy opisali, jak zmieniały się organizacja i metody działania grenadierów pancernych na frontach zachodnim i wschodnim, ich uzbrojenie i wyposażenie oraz jaki miało to wpływ na przebieg poszczególnych walk.
Techniki walki amerykańskiej piechoty morskiej	Daugherty L. J.	Bellona	Książka zawiera pełny opis technik walki stosowanych przez amerykańską piechotę morską podczas II wojny światowej. Podano w niej również metody specjalistycznego szkolenia organizowanego dla rekrutów i oficerów piechoty morskiej oraz informacje, w jaki sposób to szkolenie przełożyło się na sukcesy na polach bitew - od inwazji na Guadalcanal aż po Okinawę. W książce autor przedstawił także opisy broni i innego sprzętu stosowanego przez marines. Książkę zdobią kolorowe i czarno-białe zdjęcia i rysunki żołnierzy w akcjach bojowych, ich mundurów i używanego sprzętu.
Na skrzydłach Huraganu	Stanisław Karpiński	Bellona	"Opowieść ""Na skrzydłach Huraganu"" przedstawia dzieje powietrznych obrońców Ojczyzny oraz znanych postaci historycznych na tle rzeczywistych wydarzeń wielkiego dramatu dziejowego, jaki był udziałem Polaków zarówno w kraju, jak i poza nim w latach 1939-1949."
Skórzaki przeciw okrętom	Koczorowski E.	Bellona	Bitwa na Wiśle, blisko twierdzy Latarni, która rozegrała się po przegranej przez Szwedów bitwie pod Oliwą, mimo że stanowi epizod w wojnie o ujście Wisły, jest ważna pod względem taktyczno-operacyjnym. Spróbujmy więc przyjrzeć się problemom taktycznym flot działających na wodach Zatoki Gdańskiej w pierwszej połowie XVII wieku.
Flotylle kozackie w służbie Jagiellonów i Wazów	Tadeusz Górski	L&L	Kozacy i morze?! A jednak. Uczestniczyli oni w aktywnych działaniach na Morzu Czarnym z ramienia Rzeczpospolitej w okresie panowania Zygmunta III i Władysława IV. Ich sukcesy w potyczkach z Turkami (bitwy morskie pod Oczakowem, u ujścia Dniepru, w wojnie chocimskiej na morzu) skłoniły polskiego króla do zorganizowania flotylli czajek do walki ze Szwedami. Działalność Kozaków zaporoskich na Morzu Czarnym i udane próby ich wykorzystania na Bałtyku stanowią więc nieodłączny element dziejów Polski i Ukrainy pod rządami Jagiellonów i Wazów. To dzięki nim Polska akcentowała swą obecność na zajętym przez Turków rejonie. W książce wiele miejsca poświęcono opisowi sposobów walki i organizacji wojska Kozaków. Dodano do niej ponadto bibliografię i słownik morsko-wojskowych terminów użytych w tekście. 
Konspiracja pomorska	Komorowski K.	Novus Orbis	Jest to najpełniejsza jak dotąd publikacja poświęcona konspiracji pomorskiej w latach 1939-1947. Leksykon zawiera około 200 haseł, zaopatrzonych w noty bibliograficzne, zostało w nim wymienionych ponad dwa tysiące nazwisk, kilkaset miejscowości z terenu Pomorza.
35 Pułk Piechoty	Kirszak J.	AJAKS	W książce zawarto szczegółowe omówienie szlaku bojowego 35 Pułku Piechoty we wrześniu 1939 roku. Autor w swych wywodach oparł się na bogatej bazie źródłowej i na literaturze przedmiotu.
Centrum Wyszkolenia Piechoty w Rembertowie w latach 1931-1939	Zdzisław Jagiełło	Adam Marszałek	Jest to rzetelnie opracowana, szczegółowa monografia szkoły wojskowej w Rembertowie. Omówiono w niej: rolę, jaką spełniało centrum w systemie szkolnictwa wojskowego II Rzeczypospolitej; przemiany organizacyjne CWPiech.; system dydaktyczny; programy nauczania; rozwój teoretycznej myśli wojskowej. Autor przedstawił również bilans diewięcioletniej działalności CWPiech. 
Dzieje oręża polskiego	Olejnik K.	Adam Marszałek	Wielostronny i ciągły rozwój polskiego oręża, taktyki i strategii był determinowany geopolitycznym położeniem kraju. Był niezbędny, by państwo mogło zachować suwerenność i niezależność. Prezentowana publikacja jest syntetycznym opracowaniem zagadnień związanych z tym rozwojem, który trwał ponad tysiąc lat. Autor ciekawie i przystępnie opisał wybrane kampanie wojenne, uzbrojenie, wyposażenie, sposoby dowodzenia, taktyki i strategii polskich sił zbrojnych na przestrzeni dziejów. Pozwala to na uwypuklenie najbardziej charakterystycznych cech polskich struktur militarnych uwzględniających specyfikę teatru działań wojennych oraz różnorodnych sposobów wojowania nieprzyjaciół. Ponadto autor wnikliwie przeanalizował teoretyczny dorobek z zakresu myśli wojskowej.
Wojskowość Kozaczyzny Zaporoskiej w XVI-XVII wieku	Franz M.	Adam Marszałek	Praca prezentuje nową autorską koncepcję kształtowania sie organizacji militarnej Kozaków, zawierającą monograficzne opracowanie poszczególnych rodzajów wojsk kozackich, ich organizacji i taktyki. Książka ta wyróżnia się rzetelnością badawczą, świeżością spojrzenia i oryginalnym ujęciem problematyki. Napisana jest językiem jasnym, czytelnym.
Historia wojska polskiego	Olejnik K.	Publicat	W książce omówiono najważniejsze wydarzenia z historii wojska polskiego (począwszy od czasów Mieszka I aż po okres PRL-u). Atutem publikacji są liczne ilustracje oraz rzetelnie udokumentowane informacje.
Dzieje wojenne	Praca zbiorowa	Kluszczyński	Pięknie i bogato ilustrowana pozycja przedstawiająca najważniejsze wydarzenia z historii wojskowości polskiej (począwszy od czasów średniowiecza aż po dzień dzisiejszy). Książka została napisana przystępnym i barwnym językiem. 
Patroni jednostek Wojska Polskiego	Praca zbiorowa	Bellona	Zapoczątkowane po 1989 roku przywracanie pełnych tradycji Wojska Polskiego świadczy o powrocie do korzeni, o ciągłości jego służby państwu i narodowi. Duch bojowy każdej armii budowany jest przede wszystkim właśnie w oparciu o tradycje poprzedników, ich czyny, wierność najwyższym wartościom, sztandarom i przysiędze. Patroni mają ogromne znaczanie dla żołnierzy, dlatego warto przyjrzeć się ich sylwetkom bliżej. Umożliwi nam to niniejsza publikacja, w której umieszczono obszerne noty biograficzne patronów jednostek Wojska Polskiego. 
Strzelcy Kaniowscy w latach 1919-1939	Witold Jarno	Trio	Książka przedstawia dzieje czterech pułków Strzelców Kaniowskich w okresie Drugiej Rzeczypospolitej - 28, 29, 30 i 31 pSK - mających pokojowe garnizony w Kaliszu, Łodzi, Sieradzu, Tomaszowie Mazowieckim i Warszawie. Ukazuje ich rodowód od oddziałów II Brygady Legionów, wkład w walkę o granice odrodzonej Polski w latach 1919-1921, szczególnie podkreślając udział w wojnie polsko-bolszewickiej. Pracę dopełniają dzieje owych jednostek w czasie pokoju oraz przebieg walk z ich udziałem w kampanii wrześniowej 1939 roku.
